,TITLE,ASSIGNMENT,RACE/ETHNICITY,AGE,YEARS_IN_SERVICE,DEGREE,CITY_RESIDENT?,AGENCY,FIRST_NAME,LAST_NAME,EMAIL,GENDER,IP_ADDRESS
124,POLICE SERGEANT,INTERNAL AFFAIRS DIV,AFRICAN AMERICAN,45.0,24.0,HGH SCHOOL GRADUATE,NO,BPD,Penelopa,Dominiak,pdominiak76@mapquest.com,FEMALE,245.54.162.14
125,POLICE LIEUTENANT,INVESTIGATIONS & INTELL DIV,AFRICAN AMERICAN,44.0,24.0,1 YEAR COLLEGE OR LESS,NO,BPD,Aurelie,Pledger,apledger7c@e-recht24.de,FEMALE,11.96.39.98
126,POLICE OFFICER,INVESTIGATIONS & INTELL DIV,AFRICAN AMERICAN,39.0,18.0,HGH SCHOOL GRADUATE,NO,BPD,Patty,Ciccotto,pciccotto7d@histats.com,FEMALE,246.13.33.205
127,POLICE OFFICER,INVESTIGATIONS & INTELL DIV,AFRICAN AMERICAN,49.0,17.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Letitia,Mosdill,lmosdill7e@lycos.com,FEMALE,78.200.186.73
128,POLICE OFFICER,INVESTIGATIONS & INTELL DIV,WHITE,42.0,20.0,HGH SCHOOL GRADUATE,NO,BPD,Kare,Nurse,knurse7f@cdc.gov,FEMALE,22.144.185.30
129,POLICE OFFICER,INVESTIGATIONS & INTELL DIV,AFRICAN AMERICAN,53.0,15.0,1 YEAR COLLEGE OR LESS,NO,BPD,Marrilee,Pelosi,mpelosi7g@cmu.edu,FEMALE,81.192.73.216
130,POLICE OFFICER,LIGHT DUTY UNIT,AFRICAN AMERICAN,38.0,16.0,HGH SCHOOL GRADUATE,NO,BPD,Kylynn,Durden,kdurden7h@paginegialle.it,FEMALE,52.149.109.181
131,POLICE OFFICER,LIGHT DUTY UNIT,AFRICAN AMERICAN,36.0,14.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Lilia,Niles,lniles7j@bloglovin.com,FEMALE,215.145.105.97
132,POLICE OFFICER,LIGHT DUTY UNIT,OTHER HISPANIC,43.0,13.0,1 YEAR COLLEGE OR LESS,NO,BPD,Charmine,Mockett,cmockett7k@usatoday.com,FEMALE,215.80.140.66
133,POLICE OFFICER,LIGHT DUTY UNIT,AFRICAN AMERICAN,46.0,18.0,A.A. COMPLETED & RECEIVED,NO,BPD,Gypsy,Slesser,gslesser7l@dailymail.co.uk,FEMALE,123.74.46.147
134,POLICE OFFICER,LIGHT DUTY UNIT,OTHER HISPANIC,45.0,9.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Milissent,Hitzmann,mhitzmann7p@facebook.com,FEMALE,13.183.212.16
135,POLICE OFFICER,LIGHT DUTY UNIT,AFRICAN AMERICAN,40.0,19.0,HGH SCHOOL GRADUATE,NO,BPD,Maddy,Dwerryhouse,mdwerryhouse7t@hostgator.com,FEMALE,174.33.224.196
136,POLICE SERGEANT,MANAGEMENT SERVICES DIV,AFRICAN AMERICAN,33.0,8.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Allie,Whybrow,awhybrow7u@cpanel.net,FEMALE,177.109.112.14
137,POLICE LIEUTENANT,MEDIA RELATIONS SECTION,WHITE,39.0,16.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Carlyn,Gradon,cgradon7v@so-net.ne.jp,FEMALE,175.202.199.216
138,POLICE OFFICER,MEDIA RELATIONS SECTION,AFRICAN AMERICAN,43.0,21.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Ralina,Carnalan,rcarnalan7y@de.vu,FEMALE,19.72.138.28
139,POLICE OFFICER,MEDIA RELATIONS SECTION,AFRICAN AMERICAN,38.0,12.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Jourdan,McInulty,jmcinulty82@jimdo.com,FEMALE,100.81.110.51
140,POLICE COLONEL,NEIGHBORHOOD PATROL DIV,WHITE,39.0,17.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Mirabella,Ciciotti,mciciotti86@tumblr.com,FEMALE,198.99.11.154
141,POLICE SERGEANT,NEIGHBORHOOD PATROL DIV,AFRICAN AMERICAN,39.0,15.0,HGH SCHOOL GRADUATE,NO,BPD,Federica,Klimowicz,fklimowicz88@rediff.com,FEMALE,7.58.83.154
142,POLICE LIEUTENANT,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,38.0,15.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Marilee,Wolters,mwolters89@who.int,FEMALE,143.93.186.231
143,POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,34.0,10.0,1 YEAR COLLEGE OR LESS,NO,BPD,Laureen,Blackney,lblackney8a@google.co.uk,FEMALE,83.78.83.114
144,POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,30.0,10.0,HGH SCHOOL GRADUATE,NO,BPD,Gabriell,Van der Krui,gvanderkrui8b@issuu.com,FEMALE,112.182.61.68
145,POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,30.0,7.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Linda,Vasile,lvasile8c@yandex.ru,FEMALE,50.235.144.3
146,POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,41.0,15.0,4 YEARS COLLEGE,NO,BPD,Ardelia,Nowlan,anowlan8e@dagondesign.com,FEMALE,33.40.79.152
147,POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,29.0,6.0,HGH SCHOOL GRADUATE,NO,BPD,Kiley,Gothliff,kgothliff8f@wordpress.org,FEMALE,23.4.234.63
148,POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,41.0,5.0,1 YEAR COLLEGE OR LESS,NO,BPD,Elna,Rought,erought8g@seesaa.net,FEMALE,150.187.206.149
149,POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,32.0,9.0,HGH SCHOOL GRADUATE,NO,BPD,Ernestine,Foister,efoister8l@blogspot.com,FEMALE,252.57.113.28
150,POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,50.0,16.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Lorita,Clatworthy,lclatworthy8m@latimes.com,FEMALE,46.53.225.156
151,POLICE OFFICER,NORTHEASTERN DISTRICT,WHITE,34.0,9.0,4 YEARS COLLEGE,NO,BPD,Catarina,Picard,cpicard8n@boston.com,FEMALE,123.73.177.85
152,POLICE OFFICER,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,39.0,16.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Kathy,Dight,kdight8r@latimes.com,FEMALE,167.156.172.249
153,POLICE OFFICER (EID),NORTHEASTERN DISTRICT,WHITE,36.0,12.0,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD,Hortensia,Koppe,hkoppe8t@simplemachines.org,FEMALE,234.112.57.219
154,POLICE SERGEANT,NORTHEASTERN DISTRICT,AFRICAN AMERICAN,48.0,21.0,HGH SCHOOL GRADUATE,NO,BPD,Fawn,Scullard,fscullard8v@dedecms.com,FEMALE,119.92.55.1
155,POLICE LIEUTENANT,NORTHERN DISTRICT,AFRICAN AMERICAN,50.0,18.0,HGH SCHOOL GRADUATE,NO,BPD,Pavla,Dorney,pdorney8w@github.com,FEMALE,158.92.224.163
156,POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,31.0,6.0,1 YEAR COLLEGE OR LESS,NO,BPD,Christen,Witchalls,cwitchalls8y@nba.com,FEMALE,183.167.53.153
157,POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,45.0,14.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Dorella,Oiller,doiller8z@ftc.gov,FEMALE,116.62.12.61
158,POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,44.0,6.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Jackie,Chappelle,jchappelle91@tiny.cc,FEMALE,3.1.142.31
159,POLICE OFFICER,NORTHERN DISTRICT,OTHER HISPANIC,44.0,9.0,2 YEARS COLLEGE; NO A. A.,YES,BPD,Doloritas,Piscot,dpiscot93@ning.com,FEMALE,146.61.154.79
160,POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,26.0,5.0,1 YEAR COLLEGE OR LESS,YES,BPD,Cristine,Andrus,candrus97@liveinternet.ru,FEMALE,26.216.137.98
161,POLICE OFFICER,NORTHERN DISTRICT,OTHER HISPANIC,41.0,8.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Lenora,Godly,lgodly9b@seattletimes.com,FEMALE,97.81.131.200
162,POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,26.0,7.0,HGH SCHOOL GRADUATE,NO,BPD,Karyn,Cianelli,kcianelli9c@hibu.com,FEMALE,218.248.129.124
163,POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,46.0,14.0,HGH SCHOOL GRADUATE,YES,BPD,Xylia,Danat,xdanat9f@discuz.net,FEMALE,172.253.147.187
164,POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,45.0,16.0,1 YEAR COLLEGE OR LESS,NO,BPD,Trish,Beneteau,tbeneteau9g@flickr.com,FEMALE,130.38.251.120
165,POLICE OFFICER,NORTHERN DISTRICT,WHITE,38.0,6.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Rayshell,Beeden,rbeeden9h@uol.com.br,FEMALE,103.111.232.102
166,POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,40.0,10.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Marketa,Abels,mabels9i@ed.gov,FEMALE,75.79.7.228
167,POLICE OFFICER,NORTHERN DISTRICT,OTHER HISPANIC,29.0,7.0,HGH SCHOOL GRADUATE,NO,BPD,Kally,Peyntue,kpeyntue9j@answers.com,FEMALE,209.48.237.9
168,POLICE OFFICER,NORTHERN DISTRICT,WHITE,41.0,19.0,1 YEAR COLLEGE OR LESS,NO,BPD,Betta,Alphonso,balphonso9o@printfriendly.com,FEMALE,196.32.153.242
169,POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,34.0,15.0,HGH SCHOOL GRADUATE,NO,BPD,Sunny,Leeburn,sleeburn9p@sina.com.cn,FEMALE,188.210.118.186
170,POLICE OFFICER,NORTHERN DISTRICT,AFRICAN AMERICAN,39.0,19.0,HGH SCHOOL GRADUATE,YES,BPD,Betsey,Weatherall,bweatherall9r@amazon.de,FEMALE,140.90.228.158
171,POLICE OFFICER,NORTHERN DISTRICT,WHITE,38.0,8.0,3 YEARS COLLEGE,NO,BPD,Daffie,Perfili,dperfili9s@buzzfeed.com,FEMALE,92.253.231.158
172,POLICE SERGEANT,NORTHERN DISTRICT,AFRICAN AMERICAN,43.0,14.0,1 YEAR COLLEGE OR LESS,YES,BPD,Beulah,Keelan,bkeelan9u@engadget.com,FEMALE,92.1.197.114
173,POLICE SERGEANT,NORTHERN DISTRICT,AFRICAN AMERICAN,49.0,14.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Sunny,Facey,sfacey9y@yahoo.co.jp,FEMALE,213.43.106.29
174,POLICE SERGEANT,NORTHERN DISTRICT,AFRICAN AMERICAN,40.0,13.0,1 YEAR COLLEGE OR LESS,NO,BPD,Daniele,Maureen,dmaureena2@dmoz.org,FEMALE,24.175.29.162
175,POLICE SERGEANT EID,NORTHERN DISTRICT,WHITE,39.0,7.0,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD,Bernie,Feaver,bfeavera3@t.co,FEMALE,111.165.164.62
176,POLICE LIEUTENANT,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,41.0,15.0,1 YEAR COLLEGE OR LESS,NO,BPD,Philomena,Farquar,pfarquara5@yandex.ru,FEMALE,132.170.6.47
177,POLICE MAJOR/DIRECTOR,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,43.0,19.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Tani,Standall,tstandalla7@skyrock.com,FEMALE,85.101.213.139
178,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,61.0,15.0,A.A. COMPLETED & RECEIVED,NO,BPD,Marcie,Curedell,mcuredella8@edublogs.org,FEMALE,193.94.163.200
179,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,30.0,7.0,1 YEAR COLLEGE OR LESS,NO,BPD,Elsa,Ratlee,eratleea9@eepurl.com,FEMALE,195.13.19.56
180,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,29.0,4.0,HGH SCHOOL GRADUATE,YES,BPD,Charmane,Carik,ccarikac@nature.com,FEMALE,48.164.176.177
181,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,31.0,7.0,HGH SCHOOL GRADUATE,YES,BPD,Cristin,Skill,cskillae@arizona.edu,FEMALE,87.133.174.210
182,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,29.0,2.0,4 YEARS COLLEGE,NO,BPD,Jackqueline,Tingcomb,jtingcombaf@about.com,FEMALE,11.15.184.233
183,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,41.0,14.0,1 YEAR COLLEGE OR LESS,NO,BPD,Caril,Joisce,cjoisceag@opera.com,FEMALE,90.255.243.23
184,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,36.0,5.0,HGH SCHOOL GRADUATE,NO,BPD,Adelina,Vasilyevski,avasilyevskial@wisc.edu,FEMALE,187.186.16.188
185,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,34.0,12.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Essie,O'Fogarty,eofogartyan@cnbc.com,FEMALE,44.144.119.234
186,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,34.0,9.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Stacie,Skitral,sskitralao@smugmug.com,FEMALE,84.151.155.127
187,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,30.0,10.0,1 YEAR COLLEGE OR LESS,NO,BPD,Gwenneth,Gopsell,ggopsellap@simplemachines.org,FEMALE,159.150.172.5
188,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,35.0,9.0,HGH SCHOOL GRADUATE,NO,BPD,Mercy,Boulds,mbouldsar@sina.com.cn,FEMALE,27.197.249.95
189,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,44.0,14.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Rorie,Londing,rlondingas@digg.com,FEMALE,36.188.149.145
190,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,44.0,8.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Reggi,Lampett,rlampettat@nps.gov,FEMALE,133.216.67.129
191,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,35.0,9.0,1 YEAR COLLEGE OR LESS,NO,BPD,Vania,Quinlan,vquinlanav@go.com,FEMALE,163.92.137.72
192,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,39.0,20.0,1 YEAR COLLEGE OR LESS,NO,BPD,Eulalie,Fifoot,efifootaw@scientificamerican.com,FEMALE,241.231.171.134
193,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,27.0,9.0,HGH SCHOOL GRADUATE,NO,BPD,Caty,Lardez,clardezay@cloudflare.com,FEMALE,157.209.124.121
194,POLICE OFFICER,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,40.0,18.0,HGH SCHOOL GRADUATE,NO,BPD,Juieta,Durrett,jdurrettaz@tmall.com,FEMALE,101.220.167.181
195,POLICE SERGEANT,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,39.0,18.0,HGH SCHOOL GRADUATE,NO,BPD,Tonia,Nudde,tnuddeb1@craigslist.org,FEMALE,145.116.83.183
196,POLICE SERGEANT,NORTHWESTERN DISTRICT,WHITE,38.0,13.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Kacy,Dackombe,kdackombeb2@privacy.gov.au,FEMALE,18.170.25.79
197,POLICE SERGEANT EID,NORTHWESTERN DISTRICT,AFRICAN AMERICAN,39.0,10.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Marjorie,Withey,mwitheyb3@prnewswire.com,FEMALE,35.134.6.29
198,POLICE OFFICER,OIS - RATT/VICE,AFRICAN AMERICAN,46.0,23.0,HGH SCHOOL GRADUATE,NO,BPD,Dru,Taggett,dtaggettb4@istockphoto.com,FEMALE,76.234.184.13
199,POLICE OFFICER,OIS - RATT/VICE,AFRICAN AMERICAN,54.0,27.0,HGH SCHOOL GRADUATE,NO,BPD,Dore,Mumford,dmumfordb5@intel.com,FEMALE,55.252.62.133
200,POLICE OFFICER,OIS - WATF,AFRICAN AMERICAN,55.0,18.0,1 YEAR COLLEGE OR LESS,NO,BPD,Pamela,McAlees,pmcaleesb8@umn.edu,FEMALE,191.236.60.198
201,POLICE OFFICER,OIS - WATF,AFRICAN AMERICAN,47.0,9.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Andeee,Berr,aberrb9@webs.com,FEMALE,87.91.151.236
202,POLICE OFFICER,OIS - WATF,WHITE,41.0,18.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Melisande,Klausen,mklausenba@vistaprint.com,FEMALE,148.210.165.247
203,POLICE OFFICER,OPERATIONAL INTELLIGENCE SECTION,WHITE,40.0,19.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Nadia,Jeune,njeunebb@slashdot.org,FEMALE,28.82.181.163
204,POLICE OFFICER,OPERATIONAL INTELLIGENCE SECTION,WHITE,33.0,9.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Nanon,Grindley,ngrindleybe@latimes.com,FEMALE,216.58.202.92
205,POLICE OFFICER,OPERATIONAL INTELLIGENCE SECTION,AFRICAN AMERICAN,43.0,14.0,MASTERS COMPLETED & RECEIVED,NO,BPD,Roxy,Baroux,rbarouxbg@abc.net.au,FEMALE,126.220.143.136
206,POLICE OFFICER,POLICE ACADEMY,AFRICAN AMERICAN,31.0,5.0,1 YEAR COLLEGE OR LESS,YES,BPD,Cal,Caffin,ccaffinbj@elegantthemes.com,FEMALE,210.65.56.43
207,POLICE OFFICER,POLICE ACADEMY,AFRICAN AMERICAN,40.0,21.0,HGH SCHOOL GRADUATE,NO,BPD,Lani,Bogace,lbogacebk@webnode.com,FEMALE,104.48.162.212
208,POLICE OFFICER,POLICE ACADEMY,AFRICAN AMERICAN,58.0,24.0,5 YEARS COLLEGE,NO,BPD,Monah,O'Shesnan,moshesnanbp@japanpost.jp,FEMALE,182.60.27.138
209,POLICE OFFICER,PROF STANDARDS/ACCOUNTABILITY BUR,WHITE,35.0,8.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Farand,Preator,fpreatorbs@cocolog-nifty.com,FEMALE,197.46.213.128
210,POLICE OFFICER,PROF STANDARDS/ACCOUNTABILITY BUR,WHITE,40.0,12.0,HGH SCHOOL GRADUATE,NO,BPD,Vikky,Weakley,vweakleybw@hp.com,FEMALE,118.56.122.227
211,POLICE OFFICER,PROF STANDARDS/ACCOUNTABILITY BUR,AFRICAN AMERICAN,36.0,14.0,HGH SCHOOL GRADUATE,NO,BPD,Suzy,Crate,scratebx@google.cn,FEMALE,145.14.72.185
212,POLICE SERGEANT,PROF STANDARDS/ACCOUNTABILITY BUR,WHITE,46.0,24.0,1 YEAR COLLEGE OR LESS,NO,BPD,Caitlin,Proudler,cproudlerby@de.vu,FEMALE,164.37.228.204
213,POLICE SERGEANT,PROF STANDARDS/ACCOUNTABILITY BUR,AFRICAN AMERICAN,36.0,14.0,HIGH SCHOOL GED / EQUIVALENCY,YES,BPD,Leandra,Cuming,lcumingbz@hc360.com,FEMALE,206.102.35.23
214,POLICE OFFICER,RECORDS MANAGEMENT SEC,AFRICAN AMERICAN,39.0,20.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Rodi,Cleve,rclevec1@amazonaws.com,FEMALE,59.163.216.255
215,POLICE OFFICER,RECORDS MANAGEMENT SEC,AFRICAN AMERICAN,42.0,8.0,3 YEARS COLLEGE,YES,BPD,Shandeigh,Elder,selderc2@symantec.com,FEMALE,201.75.210.55
216,POLICE SERGEANT,RECORDS MANAGEMENT SEC,AFRICAN AMERICAN,36.0,14.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Francine,Raulston,fraulstonc4@lycos.com,FEMALE,122.14.50.198
217,POLICE OFFICER,SES - ADMIN/INTEL,AFRICAN AMERICAN,44.0,9.0,4 YEARS COLLEGE,NO,BPD,Denni,Absolon,dabsolonc9@pcworld.com,FEMALE,78.64.193.9
218,POLICE OFFICER,SES - ADMIN/INTEL,AFRICAN AMERICAN,51.0,10.0,HGH SCHOOL GRADUATE,NO,BPD,Scarlett,Bonder,sbondercc@merriam-webster.com,FEMALE,101.98.101.148
219,POLICE SERGEANT,SES - ADMIN/INTEL,AFRICAN AMERICAN,44.0,22.0,MASTERS COMPLETED & RECEIVED,NO,BPD,Milicent,O'Malley,momalleycd@taobao.com,FEMALE,171.198.255.5
220,POLICE LIEUTENANT,SES - EASTSIDE ZONES,WHITE,43.0,18.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Erika,Pechan,epechance@prweb.com,FEMALE,17.144.246.224
221,POLICE LIEUTENANT,SES - VICE/UC SQUADS,WHITE,39.0,15.0,1 YEAR COLLEGE OR LESS,NO,BPD,Alfreda,Slowgrove,aslowgrovecf@csmonitor.com,FEMALE,125.195.0.67
222,POLICE OFFICER,SES - VICE/UC SQUADS,AFRICAN AMERICAN,32.0,7.0,1 YEAR COLLEGE OR LESS,NO,BPD,Amelina,Sefton,aseftoncg@google.com.hk,FEMALE,136.72.57.27
223,POLICE OFFICER,SES - VICE/UC SQUADS,AFRICAN AMERICAN,34.0,7.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Mara,Kertess,mkertessch@t.co,FEMALE,80.243.254.179
224,POLICE OFFICER,SES - VICE/UC SQUADS,WHITE,36.0,12.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Zia,Millson,zmillsonci@google.nl,FEMALE,148.217.223.225
225,POLICE OFFICER,SES - VICE/UC SQUADS,WHITE,50.0,25.0,HGH SCHOOL GRADUATE,NO,BPD,Meredithe,Cullagh,mcullaghcl@sitemeter.com,FEMALE,85.213.47.39
226,POLICE SERGEANT,SES - VICE/UC SQUADS,WHITE,34.0,12.0,HGH SCHOOL GRADUATE,NO,BPD,Junina,Pietraszek,jpietraszekcm@nasa.gov,FEMALE,209.230.100.179
227,POLICE OFFICER,SIS - ARSON,AFRICAN AMERICAN,44.0,22.0,3 YEARS COLLEGE,NO,BPD,Antonie,Roelofsen,aroelofsencn@goodreads.com,FEMALE,127.171.22.243
228,POLICE OFFICER,SIS - CHECK & FRAUD,WHITE,47.0,7.0,HGH SCHOOL GRADUATE,NO,BPD,Winifred,Patillo,wpatilloco@foxnews.com,FEMALE,144.222.231.98
229,POLICE OFFICER,SIS - CHECK & FRAUD,AFRICAN AMERICAN,47.0,12.0,HGH SCHOOL GRADUATE,NO,BPD,Maegan,Renault,mrenaultcp@sphinn.com,FEMALE,7.116.204.98
230,POLICE OFFICER,SIS - CHECK & FRAUD,WHITE,40.0,16.0,HGH SCHOOL GRADUATE,NO,BPD,Perry,Pyatt,ppyattcq@foxnews.com,FEMALE,106.194.47.15
231,POLICE OFFICER,SIS - CHILD ABUSE,AFRICAN AMERICAN,31.0,6.0,2 YEARS COLLEGE; NO A. A.,YES,BPD,Seka,Grichukhin,sgrichukhincs@foxnews.com,FEMALE,93.231.66.104
232,POLICE OFFICER,SIS - CHILD ABUSE,WHITE,41.0,9.0,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD,Beverlie,Kennifeck,bkennifeckct@deliciousdays.com,FEMALE,26.29.139.27
233,POLICE OFFICER,SIS - CHILD ABUSE,AFRICAN AMERICAN,45.0,20.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Vivien,Snoday,vsnodaycw@xrea.com,FEMALE,44.237.99.38
234,POLICE OFFICER,SIS - CHILD ABUSE,WHITE,34.0,10.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Norean,Piatti,npiatticz@simplemachines.org,FEMALE,197.189.1.6
235,POLICE OFFICER,SIS - CHILD ABUSE,AFRICAN AMERICAN,31.0,11.0,1 YEAR COLLEGE OR LESS,YES,BPD,Josie,Roney,jroneyd0@freewebs.com,FEMALE,14.131.161.4
236,POLICE OFFICER,SIS - CHILD ABUSE,AFRICAN AMERICAN,39.0,17.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Annecorinne,Suatt,asuattd1@ocn.ne.jp,FEMALE,161.185.171.196
237,POLICE LIEUTENANT,SIS - DOMESTIC VIOLENCE,AFRICAN AMERICAN,39.0,17.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Lorrin,Hugnet,lhugnetd4@harvard.edu,FEMALE,56.202.229.152
238,POLICE OFFICER,SIS - DOMESTIC VIOLENCE,AFRICAN AMERICAN,38.0,9.0,HGH SCHOOL GRADUATE,NO,BPD,Melody,Penhall,mpenhalld6@mashable.com,FEMALE,123.65.229.185
239,POLICE OFFICER,SIS - DOMESTIC VIOLENCE,AFRICAN AMERICAN,51.0,14.0,HGH SCHOOL GRADUATE,NO,BPD,Ardenia,Swatland,aswatlandd7@imageshack.us,FEMALE,151.69.139.42
240,POLICE OFFICER,SIS - DOMESTIC VIOLENCE,OTHER HISPANIC,33.0,7.0,2 YEARS COLLEGE; NO A. A.,YES,BPD,Dorri,Velareal,dvelarealdb@seattletimes.com,FEMALE,190.188.81.203
241,POLICE OFFICER,SIS - DOMESTIC VIOLENCE,AFRICAN AMERICAN,32.0,7.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Gilda,Klaes,gklaesdd@sogou.com,FEMALE,173.212.168.202
242,POLICE OFFICER,SIS - DOMESTIC VIOLENCE,AFRICAN AMERICAN,35.0,13.0,1 YEAR COLLEGE OR LESS,NO,BPD,Sophronia,Fitt,sfittdg@foxnews.com,FEMALE,138.53.105.194
243,POLICE OFFICER (EID),SIS - DOMESTIC VIOLENCE,OTHER HISPANIC,50.0,8.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Maritsa,Beton,mbetondh@liveinternet.ru,FEMALE,46.178.16.36
244,POLICE SERGEANT,SIS - DOMESTIC VIOLENCE,AFRICAN AMERICAN,36.0,7.0,MASTERS COMPLETED & RECEIVED,YES,BPD,Germaine,Graith,ggraithdi@rediff.com,FEMALE,252.43.135.33
245,POLICE OFFICER,SIS - PAWN SHOP UNIT,AFRICAN AMERICAN,56.0,21.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Janey,Wrigglesworth,jwrigglesworthdj@cbslocal.com,FEMALE,209.6.54.196
246,POLICE OFFICER,SIS - SEX OFFENSE UNIT,OTHER HISPANIC,46.0,8.0,3 YEARS COLLEGE,NO,BPD,Marlo,Gosalvez,mgosalvezdk@usda.gov,FEMALE,113.114.9.134
247,POLICE OFFICER,SIS - SEX OFFENSE UNIT,AFRICAN AMERICAN,38.0,11.0,A.A. COMPLETED & RECEIVED,NO,BPD,Barbee,Bridywater,bbridywaterdl@bluehost.com,FEMALE,167.137.203.74
